Timestamp,Year,Month,Day,Hour,Day_of_Week,Temperature_C,Humidity_pct,Wind_Speed_ms,Pressure_hPa,Solar_Radiation_Wm2,Dew_Point_C,Precipitation_mm,Cloud_Cover_pct,Temp_1h_Ahead_C,Temp_3h_Ahead_C,Temp_6h_Ahead_C
2021-05-05 16:00:00,2021,5,5,16,2,28.72,52.3,2.26,1015.71,422.4,19.18,0.0,21,27.21,25.21,23.97
2021-05-05 17:00:00,2021,5,5,17,2,27.21,54.2,0.53,1015.71,155.4,18.04,0.0,30,25.42,24.57,23.76
2021-05-05 18:00:00,2021,5,5,18,2,25.42,58.7,0.02,1016.45,4.1,17.15,0.0,22,25.21,22.88,22.86
2021-05-05 19:00:00,2021,5,5,19,2,25.21,59.2,0.65,1017.26,0.0,17.06,0.0,18,24.57,23.97,24.5
2021-05-05 20:00:00,2021,5,5,20,2,24.57,53.1,2.54,1015.79,0.1,15.19,0.0,35,22.88,23.76,25.9
2021-05-05 21:00:00,2021,5,5,21,2,22.88,59.7,0.52,1016.04,54.7,14.81,0.0,0,23.97,22.86,28.96
2021-05-05 22:00:00,2021,5,5,22,2,23.97,57.9,1.63,1014.91,0.0,15.55,0.0,14,23.76,24.5,29.2
2021-05-05 23:00:00,2021,5,5,23,2,23.76,54.8,1.24,1015.27,0.5,14.73,0.0,36,22.86,25.9,28.98
2021-05-06 00:00:00,2021,5,6,0,3,22.86,55.6,4.33,1014.56,0.0,13.98,0.0,13,24.5,28.96,31.65
2021-05-06 01:00:00,2021,5,6,1,3,24.5,51.2,2.58,1013.96,16.4,14.75,0.0,42,25.9,29.2,31.07
2021-05-06 02:00:00,2021,5,6,2,3,25.9,61.9,4.03,1013.7,0.0,18.29,0.0,23,28.96,28.98,33.98
2021-05-06 03:00:00,2021,5,6,3,3,28.96,58.6,3.06,1014.21,35.2,20.67,0.0,34,29.2,31.65,33.24
2021-05-06 04:00:00,2021,5,6,4,3,29.2,51.6,3.2,1014.11,0.0,19.51,0.0,41,28.98,31.07,33.72
2021-05-06 05:00:00,2021,5,6,5,3,28.98,57.9,3.33,1015.95,15.7,20.57,0.0,16,31.65,33.98,34.69
2021-05-06 06:00:00,2021,5,6,6,3,31.65,52.7,4.69,1016.18,57.5,22.2,0.0,17,31.07,33.24,32.11
2021-05-06 07:00:00,2021,5,6,7,3,31.07,57.4,6.92,1014.87,225.8,22.56,0.0,3,33.98,33.72,31.23
2021-05-06 08:00:00,2021,5,6,8,3,33.98,52.1,2.75,1014.24,420.6,24.39,0.5,22,33.24,34.69,30.86
2021-05-06 09:00:00,2021,5,6,9,3,33.24,52.7,4.11,1018.73,601.8,23.79,0.0,0,33.72,32.11,30.95
2021-05-06 10:00:00,2021,5,6,10,3,33.72,52.8,2.42,1014.84,704.1,24.28,0.0,0,34.69,31.23,27.62
2021-05-06 11:00:00,2021,5,6,11,3,34.69,51.3,3.07,1014.61,750.1,24.95,0.0,24,32.11,30.86,25.28
2021-05-06 12:00:00,2021,5,6,12,3,32.11,58.5,2.65,1013.14,723.8,23.81,0.0,16,31.23,30.95,25.99
2021-05-06 13:00:00,2021,5,6,13,3,31.23,57.3,1.93,1016.27,754.1,22.7,0.0,26,30.86,27.62,25.76
2021-05-06 14:00:00,2021,5,6,14,3,30.86,55.1,1.74,1018.22,712.3,21.88,0.0,16,30.95,25.28,25.5
2021-05-06 15:00:00,2021,5,6,15,3,30.95,57.8,3.31,1015.21,552.8,22.52,0.0,16,27.62,25.99,23.67
2021-05-06 16:00:00,2021,5,6,16,3,27.62,51.2,0.39,1014.97,394.4,17.87,0.0,46,25.28,25.76,23.55
2021-05-06 17:00:00,2021,5,6,17,3,25.28,53.4,2.55,1015.91,200.3,15.96,0.0,14,25.99,25.5,24.98
2021-05-06 18:00:00,2021,5,6,18,3,25.99,58.2,0.86,1015.95,0.0,17.63,0.0,32,25.76,23.67,23.07
2021-05-06 19:00:00,2021,5,6,19,3,25.76,59.1,0.46,1011.74,19.9,17.58,0.0,27,25.5,23.55,25.06
2021-05-06 20:00:00,2021,5,6,20,3,25.5,57.8,0.03,1016.46,16.9,17.06,0.0,30,23.67,24.98,26.56
2021-05-06 21:00:00,2021,5,6,21,3,23.67,52.1,2.84,1018.3,0.0,14.08,0.0,12,23.55,23.07,27.98
2021-05-06 22:00:00,2021,5,6,22,3,23.55,54.6,2.09,1015.57,21.2,14.46,0.0,30,24.98,25.06,28.52
2021-05-06 23:00:00,2021,5,6,23,3,24.98,58.4,3.04,1015.32,1.5,16.67,0.0,38,23.07,26.56,30.25
2021-05-07 00:00:00,2021,5,7,0,4,23.07,65.2,1.85,1016.67,4.1,16.12,0.0,0,25.06,27.98,29.45
2021-05-07 01:00:00,2021,5,7,1,4,25.06,60.8,2.51,1016.49,0.0,17.22,0.0,16,26.56,28.52,31.95
2021-05-07 02:00:00,2021,5,7,2,4,26.56,61.3,5.45,1015.74,0.0,18.82,0.0,14,27.98,30.25,33.64
2021-05-07 03:00:00,2021,5,7,3,4,27.98,57.0,6.47,1016.64,0.0,19.38,0.0,10,28.52,29.45,33.0
2021-05-07 04:00:00,2021,5,7,4,4,28.52,56.8,4.78,1016.71,0.0,19.87,0.0,10,30.25,31.95,34.01
2021-05-07 05:00:00,2021,5,7,5,4,30.25,52.0,4.98,1013.72,15.5,20.65,0.0,48,29.45,33.64,34.16
2021-05-07 06:00:00,2021,5,7,6,4,29.45,58.3,4.77,1013.75,0.0,21.1,0.0,28,31.95,33.0,33.04
2021-05-07 07:00:00,2021,5,7,7,4,31.95,54.2,4.27,1013.54,208.5,22.79,0.0,8,33.64,34.01,32.66
2021-05-07 08:00:00,2021,5,7,8,4,33.64,55.8,4.15,1013.2,434.0,24.81,0.0,32,33.0,34.16,30.72
2021-05-07 09:00:00,2021,5,7,9,4,33.0,54.1,6.53,1016.69,598.4,23.82,0.0,47,34.01,33.04,30.13
2021-05-07 10:00:00,2021,5,7,10,4,34.01,54.4,4.29,1016.69,662.1,24.9,0.0,23,34.16,32.66,29.5
2021-05-07 11:00:00,2021,5,7,11,4,34.16,53.3,3.48,1016.14,844.2,24.82,0.0,28,33.04,30.72,27.85
2021-05-07 12:00:00,2021,5,7,12,4,33.04,54.7,1.37,1017.96,819.1,23.97,2.7,22,32.66,30.13,26.05
2021-05-07 13:00:00,2021,5,7,13,4,32.66,57.2,5.44,1015.0,758.1,24.09,0.0,26,30.72,29.5,25.67
2021-05-07 14:00:00,2021,5,7,14,4,30.72,51.1,1.82,1014.43,636.8,20.95,0.0,22,30.13,27.85,25.28
2021-05-07 15:00:00,2021,5,7,15,4,30.13,50.7,4.03,1015.65,591.9,20.27,0.0,31,29.5,26.05,22.57
2021-05-07 16:00:00,2021,5,7,16,4,29.5,56.7,2.06,1017.18,412.6,20.84,0.0,20,27.85,25.67,24.98
2021-05-07 17:00:00,2021,5,7,17,4,27.85,60.4,0.84,1014.57,179.3,19.93,0.0,36,26.05,25.28,23.96
2021-05-07 18:00:00,2021,5,7,18,4,26.05,61.9,1.14,1018.37,3.3,18.43,0.0,38,25.67,22.57,25.08
2021-05-07 19:00:00,2021,5,7,19,4,25.67,53.3,3.03,1015.35,0.0,16.33,0.0,30,25.28,24.98,26.49
2021-05-07 20:00:00,2021,5,7,20,4,25.28,55.9,0.61,1016.23,0.0,16.46,0.0,27,22.57,23.96,25.48
2021-05-07 21:00:00,2021,5,7,21,4,22.57,53.8,3.2,1015.7,0.0,13.33,0.0,5,24.98,25.08,27.22
2021-05-07 22:00:00,2021,5,7,22,4,24.98,55.6,2.17,1014.86,0.0,16.1,0.0,39,23.96,26.49,28.86
2021-05-07 23:00:00,2021,5,7,23,4,23.96,61.0,0.25,1016.82,44.8,16.17,0.0,28,25.08,25.48,29.77
2021-05-08 00:00:00,2021,5,8,0,5,25.08,57.2,2.05,1010.24,0.1,16.51,0.0,26,26.49,27.22,33.0
2021-05-08 01:00:00,2021,5,8,1,5,26.49,55.5,0.91,1014.94,0.0,17.6,0.0,45,25.48,28.86,31.96
2021-05-08 02:00:00,2021,5,8,2,5,25.48,58.7,0.87,1016.64,0.0,17.22,0.0,25,27.22,29.77,33.01
2021-05-08 03:00:00,2021,5,8,3,5,27.22,54.0,5.58,1013.27,8.0,18.02,0.0,54,28.86,33.0,34.12
2021-05-08 04:00:00,2021,5,8,4,5,28.86,60.5,4.82,1014.4,0.0,20.96,0.0,20,29.77,31.96,33.17
2021-05-08 05:00:00,2021,5,8,5,5,29.77,55.4,3.2,1014.71,3.3,20.85,0.0,20,33.0,33.01,33.66
2021-05-08 06:00:00,2021,5,8,6,5,33.0,52.9,2.54,1014.95,51.8,23.57,0.0,42,31.96,34.12,33.73
2021-05-08 07:00:00,2021,5,8,7,5,31.96,56.3,2.16,1014.54,237.1,23.22,0.0,29,33.01,33.17,32.43
2021-05-08 08:00:00,2021,5,8,8,5,33.01,56.9,6.03,1013.91,463.1,24.39,0.0,37,34.12,33.66,31.59
2021-05-08 09:00:00,2021,5,8,9,5,34.12,58.4,4.03,1015.33,544.7,25.81,0.0,21,33.17,33.73,30.04
2021-05-08 10:00:00,2021,5,8,10,5,33.17,53.4,2.01,1016.65,706.6,23.85,0.0,18,33.66,32.43,27.97
2021-05-08 11:00:00,2021,5,8,11,5,33.66,57.1,3.6,1016.01,767.8,25.07,0.0,52,33.73,31.59,28.15
2021-05-08 12:00:00,2021,5,8,12,5,33.73,54.1,7.83,1016.98,836.6,24.56,0.0,22,32.43,30.04,28.1
2021-05-08 13:00:00,2021,5,8,13,5,32.43,52.5,3.35,1015.14,769.8,22.93,0.0,32,31.59,27.97,25.68
2021-05-08 14:00:00,2021,5,8,14,5,31.59,52.3,1.56,1017.32,724.9,22.06,0.0,40,30.04,28.15,25.06
2021-05-08 15:00:00,2021,5,8,15,5,30.04,52.0,2.83,1013.52,536.4,20.44,0.0,14,27.97,28.1,24.94
2021-05-08 16:00:00,2021,5,8,16,5,27.97,53.9,2.2,1017.4,395.6,18.75,0.0,31,28.15,25.68,23.2
2021-05-08 17:00:00,2021,5,8,17,5,28.15,59.4,0.53,1017.07,197.8,20.03,0.0,16,28.1,25.06,25.76
2021-05-08 18:00:00,2021,5,8,18,5,28.1,58.2,3.34,1013.06,36.7,19.74,0.0,40,25.68,24.94,25.07
2021-05-08 19:00:00,2021,5,8,19,5,25.68,53.3,2.96,1016.13,0.0,16.34,1.9,3,25.06,23.2,27.01
2021-05-08 20:00:00,2021,5,8,20,5,25.06,52.1,1.54,1015.24,0.0,15.47,0.0,62,24.94,25.76,26.16
2021-05-08 21:00:00,2021,5,8,21,5,24.94,54.0,1.47,1015.27,0.0,15.74,0.0,33,23.2,25.07,29.42
2021-05-08 22:00:00,2021,5,8,22,5,23.2,55.7,0.78,1015.52,0.0,14.35,0.0,35,25.76,27.01,29.88
2021-05-08 23:00:00,2021,5,8,23,5,25.76,56.1,3.64,1014.49,0.0,16.98,0.0,14,25.07,26.16,31.01
2021-05-09 00:00:00,2021,5,9,0,6,25.07,60.8,2.26,1016.83,2.6,17.23,0.0,36,27.01,29.42,31.96
2021-05-09 01:00:00,2021,5,9,1,6,27.01,54.9,3.18,1015.43,46.8,17.99,5.4,21,26.16,29.88,32.62
2021-05-09 02:00:00,2021,5,9,2,6,26.16,61.9,2.05,1013.73,0.0,18.55,0.0,4,29.42,31.01,34.58
2021-05-09 03:00:00,2021,5,9,3,6,29.42,50.5,2.53,1015.36,0.0,19.52,0.0,39,29.88,31.96,34.24
2021-05-09 04:00:00,2021,5,9,4,6,29.88,54.4,7.46,1014.71,0.0,20.75,0.0,24,31.01,32.62,32.73
2021-05-09 05:00:00,2021,5,9,5,6,31.01,57.3,3.92,1016.34,0.0,22.47,0.0,1,31.96,34.58,33.25
2021-05-09 06:00:00,2021,5,9,6,6,31.96,57.1,5.4,1013.44,0.0,23.39,0.0,64,32.62,34.24,33.5
2021-05-09 07:00:00,2021,5,9,7,6,32.62,53.3,5.44,1018.42,204.1,23.28,0.0,10,34.58,32.73,33.11
2021-05-09 08:00:00,2021,5,9,8,6,34.58,56.5,7.29,1015.59,409.7,25.89,0.0,28,34.24,33.25,31.79
2021-05-09 09:00:00,2021,5,9,9,6,34.24,56.1,7.11,1013.56,583.8,25.46,0.0,22,32.73,33.5,31.61
2021-05-09 10:00:00,2021,5,9,10,6,32.73,52.2,3.09,1015.11,681.0,23.18,0.0,10,33.25,33.11,27.78
2021-05-09 11:00:00,2021,5,9,11,6,33.25,55.0,5.59,1014.68,778.9,24.25,0.0,32,33.5,31.79,28.17
2021-05-09 12:00:00,2021,5,9,12,6,33.5,56.1,2.02,1014.21,786.3,24.72,0.0,3,33.11,31.61,25.41
2021-05-09 13:00:00,2021,5,9,13,6,33.11,52.3,2.51,1016.04,750.8,23.57,0.0,36,31.79,27.78,26.44
2021-05-09 14:00:00,2021,5,9,14,6,31.79,59.8,3.19,1018.75,729.0,23.74,0.0,18,31.61,28.17,24.97
2021-05-09 15:00:00,2021,5,9,15,6,31.61,52.2,3.64,1018.21,565.7,22.06,0.0,11,27.78,25.41,24.89
2021-05-09 16:00:00,2021,5,9,16,6,27.78,56.7,1.29,1015.7,383.1,19.13,0.0,18,28.17,26.44,23.7
2021-05-09 17:00:00,2021,5,9,17,6,28.17,52.4,0.76,1014.23,215.0,18.65,0.0,27,25.41,24.97,25.59
2021-05-09 18:00:00,2021,5,9,18,6,25.41,57.6,1.93,1015.82,32.6,16.92,0.0,36,26.44,24.89,25.9
2021-05-09 19:00:00,2021,5,9,19,6,26.44,53.6,0.89,1016.5,0.0,17.16,0.0,0,24.97,23.7,26.34
2021-05-09 20:00:00,2021,5,9,20,6,24.97,56.5,1.87,1015.7,11.1,16.28,0.0,27,24.89,25.59,26.81
2021-05-09 21:00:00,2021,5,9,21,6,24.89,52.7,2.77,1016.51,16.6,15.43,0.0,4,23.7,25.9,28.59
2021-05-09 22:00:00,2021,5,9,22,6,23.7,60.3,3.32,1016.06,5.1,15.76,0.0,0,25.59,26.34,28.86
2021-05-09 23:00:00,2021,5,9,23,6,25.59,58.3,1.24,1015.82,0.0,17.24,0.0,62,25.9,26.81,31.41
2021-05-10 00:00:00,2021,5,10,0,0,25.9,60.3,2.76,1013.57,54.5,17.97,0.0,26,26.34,28.59,33.26
2021-05-10 01:00:00,2021,5,10,1,0,26.34,55.8,0.87,1015.19,0.0,17.51,0.0,34,26.81,28.86,33.84
2021-05-10 02:00:00,2021,5,10,2,0,26.81,60.1,4.54,1018.25,0.0,18.83,0.0,16,28.59,31.41,33.2
2021-05-10 03:00:00,2021,5,10,3,0,28.59,56.1,2.16,1016.12,0.0,19.81,0.0,22,28.86,33.26,34.58
2021-05-10 04:00:00,2021,5,10,4,0,28.86,56.2,5.6,1017.14,11.6,20.11,0.0,20,31.41,33.84,33.44
2021-05-10 05:00:00,2021,5,10,5,0,31.41,61.2,3.62,1018.4,0.0,23.66,0.0,46,33.26,33.2,34.76
2021-05-10 06:00:00,2021,5,10,6,0,33.26,52.7,2.78,1013.61,32.6,23.8,0.0,27,33.84,34.58,34.17
2021-05-10 07:00:00,2021,5,10,7,0,33.84,57.6,5.23,1019.28,167.6,25.36,0.0,45,33.2,33.44,31.53
2021-05-10 08:00:00,2021,5,10,8,0,33.2,55.6,2.72,1016.84,412.9,24.32,0.0,6,34.58,34.76,31.07
2021-05-10 09:00:00,2021,5,10,9,0,34.58,51.9,3.19,1017.12,548.2,24.96,0.0,31,33.44,34.17,30.57
2021-05-10 10:00:00,2021,5,10,10,0,33.44,50.1,3.49,1014.37,741.2,23.46,0.0,26,34.76,31.53,29.27
2021-05-10 11:00:00,2021,5,10,11,0,34.76,50.5,2.39,1016.46,781.5,24.86,0.0,34,34.17,31.07,27.26
2021-05-10 12:00:00,2021,5,10,12,0,34.17,57.2,1.33,1014.17,728.8,25.61,0.0,11,31.53,30.57,27.34
2021-05-10 13:00:00,2021,5,10,13,0,31.53,60.1,1.78,1015.6,765.9,23.54,0.0,17,31.07,29.27,26.2
2021-05-10 14:00:00,2021,5,10,14,0,31.07,55.3,0.43,1015.88,705.9,22.13,0.0,24,30.57,27.26,25.05
2021-05-10 15:00:00,2021,5,10,15,0,30.57,55.7,2.32,1015.01,556.8,21.71,0.0,32,29.27,27.34,24.11
2021-05-10 16:00:00,2021,5,10,16,0,29.27,58.1,0.0,1017.1,369.4,20.89,0.0,28,27.26,26.2,25.39
2021-05-10 17:00:00,2021,5,10,17,0,27.26,56.8,0.99,1014.59,128.0,18.62,0.0,30,27.34,25.05,26.05
2021-05-10 18:00:00,2021,5,10,18,0,27.34,59.9,1.22,1012.35,58.1,19.31,0.0,0,26.2,24.11,24.85
2021-05-10 19:00:00,2021,5,10,19,0,26.2,57.9,3.66,1015.0,79.8,17.77,0.0,14,25.05,25.39,25.55
2021-05-10 20:00:00,2021,5,10,20,0,25.05,57.9,0.44,1017.25,0.0,16.63,0.0,9,24.11,26.05,27.47
2021-05-10 21:00:00,2021,5,10,21,0,24.11,55.8,3.84,1019.05,7.4,15.26,0.0,24,25.39,24.85,28.01
2021-05-10 22:00:00,2021,5,10,22,0,25.39,54.5,0.7,1017.34,0.0,16.29,0.0,48,26.05,25.55,29.48
2021-05-10 23:00:00,2021,5,10,23,0,26.05,47.6,3.68,1016.96,30.1,15.57,0.0,51,24.85,27.47,31.49
2021-05-11 00:00:00,2021,5,11,0,1,24.85,61.3,0.92,1014.79,0.0,17.1,0.0,16,25.55,28.01,30.58
2021-05-11 01:00:00,2021,5,11,1,1,25.55,56.9,6.74,1018.81,0.0,16.92,0.0,19,27.47,29.48,34.2
2021-05-11 02:00:00,2021,5,11,2,1,27.47,55.3,4.6,1016.38,0.0,18.54,0.0,0,28.01,31.49,34.01
2021-05-11 03:00:00,2021,5,11,3,1,28.01,50.5,1.83,1016.44,0.0,18.1,0.0,46,29.48,30.58,34.13
2021-05-11 04:00:00,2021,5,11,4,1,29.48,53.8,2.77,1016.3,26.4,20.24,0.0,19,31.49,34.2,34.56
2021-05-11 05:00:00,2021,5,11,5,1,31.49,52.6,4.12,1013.62,17.9,22.01,0.0,34,30.58,34.01,34.44
2021-05-11 06:00:00,2021,5,11,6,1,30.58,52.9,4.08,1015.93,0.0,21.16,0.0,36,34.2,34.13,32.59
2021-05-11 07:00:00,2021,5,11,7,1,34.2,54.8,4.44,1013.17,248.1,25.17,0.0,22,34.01,34.56,34.39
2021-05-11 08:00:00,2021,5,11,8,1,34.01,54.3,3.67,1016.59,362.0,24.87,0.0,16,34.13,34.44,32.19
2021-05-11 09:00:00,2021,5,11,9,1,34.13,49.8,4.51,1015.85,531.4,24.09,0.0,31,34.56,32.59,31.32
2021-05-11 10:00:00,2021,5,11,10,1,34.56,49.8,2.71,1014.4,687.7,24.53,0.0,29,34.44,34.39,30.44
2021-05-11 11:00:00,2021,5,11,11,1,34.44,49.9,1.71,1017.03,802.5,24.41,0.0,36,32.59,32.19,27.57
2021-05-11 12:00:00,2021,5,11,12,1,32.59,59.9,0.56,1014.81,848.9,24.58,0.0,9,34.39,31.32,27.57
2021-05-11 13:00:00,2021,5,11,13,1,34.39,58.3,1.49,1014.84,701.0,26.04,0.0,39,32.19,30.44,25.94
2021-05-11 14:00:00,2021,5,11,14,1,32.19,52.1,1.49,1016.14,673.2,22.62,0.0,24,31.32,27.57,26.05
2021-05-11 15:00:00,2021,5,11,15,1,31.32,49.1,2.05,1015.32,603.8,21.14,0.0,18,30.44,27.57,23.18
2021-05-11 16:00:00,2021,5,11,16,1,30.44,55.8,2.55,1015.69,359.6,21.59,0.0,9,27.57,25.94,24.64
2021-05-11 17:00:00,2021,5,11,17,1,27.57,56.7,0.12,1016.89,141.6,18.91,0.0,14,27.57,26.05,24.41
2021-05-11 18:00:00,2021,5,11,18,1,27.57,57.5,0.97,1014.23,0.0,19.07,0.0,0,25.94,23.18,25.74
2021-05-11 19:00:00,2021,5,11,19,1,25.94,59.4,0.1,1014.1,35.1,17.83,0.0,42,26.05,24.64,26.58
2021-05-11 20:00:00,2021,5,11,20,1,26.05,58.5,3.91,1014.98,6.0,17.75,0.0,32,23.18,24.41,26.68
2021-05-11 21:00:00,2021,5,11,21,1,23.18,55.0,2.0,1015.24,37.2,14.17,0.0,39,24.64,25.74,27.88
2021-05-11 22:00:00,2021,5,11,22,1,24.64,58.6,2.44,1016.29,50.4,16.36,0.0,33,24.41,26.58,29.67
2021-05-11 23:00:00,2021,5,11,23,1,24.41,60.4,2.22,1018.24,36.4,16.49,0.0,28,25.74,26.68,30.34
2021-05-12 00:00:00,2021,5,12,0,2,25.74,55.1,1.73,1015.26,43.4,16.77,0.0,35,26.58,27.88,32.94
2021-05-12 01:00:00,2021,5,12,1,2,26.58,57.9,1.81,1015.38,0.0,18.15,0.0,42,26.68,29.67,33.02
2021-05-12 02:00:00,2021,5,12,2,2,26.68,55.3,3.85,1014.35,0.0,17.73,0.0,69,27.88,30.34,31.79
2021-05-12 03:00:00,2021,5,12,3,2,27.88,62.4,5.85,1014.16,0.0,20.37,0.0,22,29.67,32.94,34.32
2021-05-12 04:00:00,2021,5,12,4,2,29.67,51.8,2.77,1016.34,0.0,20.02,0.0,20,30.34,33.02,33.96
2021-05-12 05:00:00,2021,5,12,5,2,30.34,58.9,4.21,1015.38,29.7,22.13,0.0,16,32.94,31.79,33.33
2021-05-12 06:00:00,2021,5,12,6,2,32.94,49.4,4.1,1017.19,25.0,22.83,0.0,32,33.02,34.32,33.15
2021-05-12 07:00:00,2021,5,12,7,2,33.02,59.8,4.49,1017.03,200.1,24.97,0.0,41,31.79,33.96,33.44
2021-05-12 08:00:00,2021,5,12,8,2,31.79,51.5,4.12,1016.62,437.3,22.08,0.0,40,34.32,33.33,33.38
2021-05-12 09:00:00,2021,5,12,9,2,34.32,54.5,2.75,1013.12,525.6,25.21,0.0,0,33.96,33.15,31.37
2021-05-12 10:00:00,2021,5,12,10,2,33.96,49.2,4.0,1016.34,761.6,23.8,0.0,19,33.33,33.44,29.35
2021-05-12 11:00:00,2021,5,12,11,2,33.33,50.3,2.08,1013.91,795.7,23.38,0.0,20,33.15,33.38,28.91
2021-05-12 12:00:00,2021,5,12,12,2,33.15,57.1,3.09,1012.49,847.2,24.56,0.0,41,33.44,31.37,26.98
2021-05-12 13:00:00,2021,5,12,13,2,33.44,57.3,1.4,1015.64,760.4,24.91,0.0,21,33.38,29.35,25.76
2021-05-12 14:00:00,2021,5,12,14,2,33.38,55.0,0.13,1017.35,668.9,24.39,0.0,40,31.37,28.91,24.61
2021-05-12 15:00:00,2021,5,12,15,2,31.37,57.3,0.05,1016.37,609.6,22.84,0.0,55,29.35,26.98,23.64
2021-05-12 16:00:00,2021,5,12,16,2,29.35,59.0,2.72,1013.98,404.6,21.16,0.0,28,28.91,25.76,24.56
2021-05-12 17:00:00,2021,5,12,17,2,28.91,54.0,0.37,1019.5,190.7,19.72,0.0,12,26.98,24.61,25.18
2021-05-12 18:00:00,2021,5,12,18,2,26.98,52.7,0.4,1016.53,2.8,17.52,0.0,0,25.76,23.64,25.48
2021-05-12 19:00:00,2021,5,12,19,2,25.76,57.3,0.3,1014.04,0.0,17.23,0.0,42,24.61,24.56,26.03
2021-05-12 20:00:00,2021,5,12,20,2,24.61,56.1,0.57,1012.23,9.4,15.83,0.0,28,23.64,25.18,26.64
2021-05-12 21:00:00,2021,5,12,21,2,23.64,59.4,1.81,1014.99,38.5,15.51,0.0,16,24.56,25.48,29.1
2021-05-12 22:00:00,2021,5,12,22,2,24.56,59.5,3.05,1012.35,1.3,16.46,0.0,57,25.18,26.03,28.86
2021-05-12 23:00:00,2021,5,12,23,2,25.18,55.6,6.23,1013.75,0.0,16.29,0.0,45,25.48,26.64,31.84
2021-05-13 00:00:00,2021,5,13,0,3,25.48,59.6,4.97,1012.75,0.0,17.4,0.0,37,26.03,29.1,31.63
2021-05-13 01:00:00,2021,5,13,1,3,26.03,59.2,1.06,1014.16,0.0,17.87,0.0,9,26.64,28.86,32.87
2021-05-13 02:00:00,2021,5,13,2,3,26.64,59.2,2.39,1014.49,0.0,18.49,0.0,20,29.1,31.84,33.1
2021-05-13 03:00:00,2021,5,13,3,3,29.1,54.8,3.25,1013.98,0.0,20.07,0.0,0,28.86,31.63,34.38
2021-05-13 04:00:00,2021,5,13,4,3,28.86,58.5,5.63,1018.74,0.0,20.56,0.9,33,31.84,32.87,35.73
2021-05-13 05:00:00,2021,5,13,5,3,31.84,56.5,3.45,1015.01,0.0,23.14,0.0,37,31.63,33.1,35.2
2021-05-13 06:00:00,2021,5,13,6,3,31.63,57.0,4.26,1017.28,0.0,23.02,0.0,32,32.87,34.38,35.08
2021-05-13 07:00:00,2021,5,13,7,3,32.87,59.6,4.56,1016.14,206.0,24.79,0.0,44,33.1,35.73,33.93
2021-05-13 08:00:00,2021,5,13,8,3,33.1,55.5,3.08,1014.97,438.6,24.19,0.0,31,34.38,35.2,31.6
2021-05-13 09:00:00,2021,5,13,9,3,34.38,52.1,3.86,1014.56,549.2,24.8,0.0,24,35.73,35.08,31.02
2021-05-13 10:00:00,2021,5,13,10,3,35.73,50.1,1.44,1017.31,640.4,25.75,0.0,44,35.2,33.93,29.37
2021-05-13 11:00:00,2021,5,13,11,3,35.2,57.0,2.81,1013.73,837.0,26.61,0.0,25,35.08,31.6,29.77
2021-05-13 12:00:00,2021,5,13,12,3,35.08,54.8,2.07,1014.34,781.8,26.03,0.0,30,33.93,31.02,26.55
2021-05-13 13:00:00,2021,5,13,13,3,33.93,59.2,1.6,1014.31,765.0,25.76,3.6,31,31.6,29.37,27.19
2021-05-13 14:00:00,2021,5,13,14,3,31.6,49.0,0.8,1015.39,693.8,21.4,0.0,40,31.02,29.77,26.4
2021-05-13 15:00:00,2021,5,13,15,3,31.02,58.1,2.85,1013.91,524.6,22.63,0.0,34,29.37,26.55,26.66
2021-05-13 16:00:00,2021,5,13,16,3,29.37,55.2,3.09,1016.68,407.2,20.41,0.0,35,29.77,27.19,24.71
2021-05-13 17:00:00,2021,5,13,17,3,29.77,54.8,2.99,1016.88,192.4,20.73,0.0,0,26.55,26.4,25.78
2021-05-13 18:00:00,2021,5,13,18,3,26.55,54.8,0.63,1014.19,7.1,17.52,0.0,15,27.19,26.66,27.54
2021-05-13 19:00:00,2021,5,13,19,3,27.19,59.6,0.19,1016.06,16.6,19.11,0.0,3,26.4,24.71,26.02
2021-05-13 20:00:00,2021,5,13,20,3,26.4,59.0,0.33,1014.01,35.6,18.21,0.0,49,26.66,25.78,26.33
2021-05-13 21:00:00,2021,5,13,21,3,26.66,53.7,2.11,1015.53,52.6,17.39,0.0,8,24.71,27.54,27.27
2021-05-13 22:00:00,2021,5,13,22,3,24.71,58.4,1.15,1017.02,0.0,16.38,0.0,18,25.78,26.02,30.64
2021-05-13 23:00:00,2021,5,13,23,3,25.78,59.6,1.32,1015.42,0.0,17.69,0.0,58,27.54,26.33,29.87
2021-05-14 00:00:00,2021,5,14,0,4,27.54,57.3,2.04,1015.1,0.0,19.0,0.0,30,26.02,27.27,32.29
2021-05-14 01:00:00,2021,5,14,1,4,26.02,60.7,3.09,1018.69,16.8,18.16,0.0,56,26.33,30.64,33.98
2021-05-14 02:00:00,2021,5,14,2,4,26.33,56.4,2.01,1015.8,0.3,17.61,0.0,16,27.27,29.87,34.58
2021-05-14 03:00:00,2021,5,14,3,4,27.27,50.1,6.47,1013.99,0.0,17.29,0.0,0,30.64,32.29,35.27
2021-05-14 04:00:00,2021,5,14,4,4,30.64,56.1,4.74,1013.87,0.0,21.86,0.0,44,29.87,33.98,35.29
2021-05-14 05:00:00,2021,5,14,5,4,29.87,56.4,2.11,1018.67,0.0,21.14,0.0,31,32.29,34.58,35.97
